Year,Reporting Facility,Submission ID,Facility Sub Type,Facility Sub Type Grouping,Operator,COMPRESSOR (m3),PNEUMATICINSTRUMENT (m3),PNEAMATICPUMP (m3),FUGITIVE (m3),ROUTINEVENT (m3)
2021,ABBT0159448,31504414,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,0
2021,ABBT0159450,31504415,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,0
2021,ABBT0139851,31499739,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,892,0
2021,ABBT0150739,31502008,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,970,82612
2021,ABBT0145908,31500964,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,0
2021,ABBT0134238,31498403,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,898,0
2021,ABBT0146923,31501197,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,7137,9234,7508,4247
2021,ABBT0153369,31502497,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,29600
2021,ABBT0148077,31501544,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,0
2021,ABBT0159564,31504459,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,0
2021,ABBT0160360,31504653,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,0
2021,ABBT0159976,31504547,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,0
2021,ABBT0150322,31501927,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,6570,0,867,7281
2021,ABBT0154556,31502797,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,6348,161078
2021,ABBT0156294,31503335,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,0,600
2021,ABBT0144980,31500790,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,0,0,1736,5800
2021,ABBT0145946,31500977,Crude Oil Single,Crude Oil Battery,West Lake Energy Corp.,0,6202,9234,4573,6791
2021,ABBT0093060,31490985,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,32
2021,ABBT0105392,31492855,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,15
2021,ABBT0112960,31493816,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,50
2021,ABBT0128168,31496961,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,9
2021,ABBT0129778,31497350,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,36
2021,ABBT0127847,31496889,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,9
2021,ABBT0068341,31488499,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,4
2021,ABBT0057192,31487362,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,14
2021,ABBT0059448,31487564,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,23
2021,ABBT0076309,31488737,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,93
2021,ABBT0090843,31490589,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,0
2021,ABBT0086344,31489951,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,59
2021,ABBT0114335,31494094,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,13
2021,ABBT0154535,31502791,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,22
2021,ABBT0118993,31494941,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,20
2021,ABBT0082476,31489435,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,69
2021,ABBT0160299,31504612,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,27
2021,ABBT0160363,31504656,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,16
2021,ABBT0121468,31495401,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,55
2021,ABBT0137422,31499165,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,0
2021,ABBT0093903,31491152,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,9
2021,ABBT0117093,31494606,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,4
2021,ABBT0119369,31495005,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,14
2021,ABBT0142778,31500317,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,16
2021,ABBT0123458,31495824,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,2
2021,ABBT0146613,31501114,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,21
2021,ABBT0110646,31493379,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,113
2021,ABBT0141681,31500090,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,40
2021,ABBT5710330,31505495,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,0
2021,ABBT0138205,31499357,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,7
2021,ABBT0153347,31502490,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,2
2021,ABBT0153350,31502493,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,4
2021,ABBT0119475,31495024,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,8
2021,ABBT0158594,31504070,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,68
2021,ABBT0123457,31495823,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,22
2021,ABBT0160714,31504763,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,2
2021,ABBT0142216,31500219,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,40
2021,ABBT0134259,31498410,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,79
2021,ABBT0153346,31502489,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,0
2021,ABBT0153348,31502491,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,3
2021,ABBT0153349,31502492,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,13
2021,ABBT0159551,31504456,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,0
2021,ABBT0154532,31502788,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,36
2021,ABBT0159962,31504538,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,0
2021,ABBT0160361,31504654,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,17
2021,ABBT0160362,31504655,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,11
2021,ABBT0138452,31499400,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,71
2021,ABBT0154533,31502789,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,44
2021,ABBT0141680,31500089,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,25
2021,ABBT0154534,31502790,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,3
2021,ABBT0153352,31502494,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,71
2021,ABBT0160844,31504781,Crude Oil Single,Crude Oil Battery,Top Oil Production Ltd.,0,0,0,0,7
2021,ABBT0042256,31486462,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,10512,11
2021,ABBT0041629,31486425,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0044854,31486606,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0050976,31486951,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0079784,31489134,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0081196,31489278,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,13140,0
2021,ABBT0125378,31496279,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,1524,0
2021,ABBT0042800,31486494,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0079250,31489070,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0135490,31498713,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0044405,31486577,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,484,7
2021,ABBT0051694,31487000,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0083714,31489607,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,2
2021,ABBT0057229,31487365,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,8
2021,ABBT0096728,31491671,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0077411,31488867,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,1723,0
2021,ABBT0114447,31494130,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0083135,31489537,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,9
2021,ABBT0160323,31504625,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0055288,31487225,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT9280109,31506475,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0090135,31490495,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0092696,31490897,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,10512,0
2021,ABBT0092697,31490898,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0107831,31493107,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,19428,0,0,0
2021,ABBT0082176,31489389,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,9
2021,ABBT0123226,31495788,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,45564,0
2021,ABBT0128412,31497033,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,833,0
2021,ABBT0124698,31496129,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,489,0
2021,ABBT0134746,31498529,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0124565,31496095,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,38736,0
2021,ABBT0099205,31492117,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0160330,31504632,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0120680,31495257,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,5
2021,ABBT0135508,31498715,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,1515,0,1308,0
2021,ABBT0156327,31503349,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,70956,7
2021,ABBT0135758,31498769,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT9280401,31506481,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT9280381,31506479,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,2417,0
2021,ABBT0155245,31503004,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,3
2021,ABBT0155013,31502917,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,13140,3
2021,ABBT7501172,31506112,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT9280145,31506477,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT9280146,31506478,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0160328,31504630,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0160329,31504631,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT0154563,31502801,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,5751,700
2021,ABBT2120147,31505021,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,5
2021,ABBT0160679,31504741,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,0
2021,ABBT9280382,31506480,Crude Oil Single,Crude Oil Battery,Surge Energy Inc.,0,0,0,0,3
2021,ABBT0067566,31488431,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,0
2021,ABBT0067567,31488432,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1265,32300
2021,ABBT0067569,31488433,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,800
2021,ABBT0067643,31488446,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1382,7200
2021,ABBT0087699,31490149,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,983,36100
2021,ABBT0095184,31491370,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,192,14400
2021,ABBT0102818,31492577,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,15466,527,24500
2021,ABBT0129990,31497408,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0130126,31497445,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1372,30200
2021,ABBT0130128,31497447,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,15,17800
2021,ABBT0130129,31497448,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,0
2021,ABBT0130193,31497462,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,1163,665,90200
2021,ABBT0130223,31497471,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1337,400
2021,ABBT0130224,31497472,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1397,5900
2021,ABBT0130498,31497557,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0142952,31500344,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1390,1700
2021,ABBT0067419,31488406,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,941,11600
2021,ABBT0147065,31501249,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,106,0
2021,ABBT0064230,31488064,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0098756,31492020,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0067552,31488427,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0067775,31488455,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0067950,31488473,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,905,14000
2021,ABBT0077914,31488914,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,14036,1932,800
2021,ABBT0078963,31489035,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,500
2021,ABBT0079642,31489115,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0081544,31489306,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,838,76700
2021,ABBT0081545,31489307,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1353,61800
2021,ABBT0114634,31494150,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1405,25800
2021,ABBT0110581,31493356,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1343,2800
2021,ABBT0067421,31488407,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1374,7100
2021,ABBT0067586,31488435,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,0
2021,ABBT0068467,31488507,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1426,5300
2021,ABBT0067851,31488463,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0067857,31488464,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,21009,1131,700
2021,ABBT0067601,31488439,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1354,62100
2021,ABBT0067770,31488453,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,700
2021,ABBT0067644,31488447,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,4,0
2021,ABBT0079627,31489114,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,21500,1408,1700
2021,ABBT0078253,31488956,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,812,9800
2021,ABBT0116646,31494508,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1183,33000
2021,ABBT0079236,31489069,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0079447,31489095,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,7,100
2021,ABBT0067412,31488405,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1318,24000
2021,ABBT0118261,31494802,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1418,100
2021,ABBT0120147,31495157,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0125226,31496247,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,700
2021,ABBT0094640,31491268,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,437,23500
2021,ABBT0120936,31495294,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0130246,31497480,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,7492,1267,20300
2021,ABBT0067564,31488429,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1425,0
2021,ABBT0102816,31492575,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1429,5100
2021,ABBT0067868,31488465,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0110082,31493298,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1384,6500
2021,ABBT0099083,31492096,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0102814,31492573,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,16944,1432,5400
2021,ABBT0077904,31488913,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,923,300
2021,ABBT0113742,31493960,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,94,0
2021,ABBT0110579,31493354,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1427,1500
2021,ABBT0110791,31493423,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1014,3000
2021,ABBT0110793,31493424,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0111156,31493476,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1364,1400
2021,ABBT0111264,31493502,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,916,23700
2021,ABBT0112145,31493633,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1390,3200
2021,ABBT0113023,31493829,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1233,3900
2021,ABBT0114249,31494070,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1282,85000
2021,ABBT0106185,31492958,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0134183,31498386,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1422,600
2021,ABBT0135772,31498778,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1352,4200
2021,ABBT0079721,31489123,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1416,51500
2021,ABBT0111467,31493530,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1397,4100
2021,ABBT0116047,31494410,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,817,7000
2021,ABBT0112135,31493630,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1434,3100
2021,ABBT0080957,31489252,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0112738,31493762,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1416,5700
2021,ABBT0114811,31494196,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,100
2021,ABBT0103809,31492681,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3160,1100
2021,ABBT0104381,31492723,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0098798,31492030,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0067565,31488430,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1333,47100
2021,ABBT0109541,31493238,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0111162,31493477,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1430,2900
2021,ABBT0112642,31493739,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,889,2600
2021,ABBT0112776,31493769,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1334,13700
2021,ABBT0114753,31494176,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,7,0
2021,ABBT0067411,31488404,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0111652,31493553,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1085,3800
2021,ABBT0076490,31488769,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0122940,31495711,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0093685,31491105,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0124414,31496048,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,1874,1393,3400
2021,ABBT0086673,31490005,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0075437,31488622,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1028,75700
2021,ABBT0080260,31489192,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0129809,31497357,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,0
2021,ABBT0123425,31495817,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,94,0
2021,ABBT0102812,31492571,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1211,2900
2021,ABBT0102815,31492574,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0145895,31500962,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,7169,1212,37400
2021,ABBT0146873,31501192,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1428,1400
2021,ABBT0128507,31497043,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,3,0
2021,ABBT0130215,31497468,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0130884,31497661,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0125173,31496239,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0082120,31489379,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,894,1000
2021,ABBT0130567,31497570,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1428,6300
2021,ABBT0086369,31489954,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1192,77500
2021,ABBT0103703,31492659,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1234,1700
2021,ABBT0110576,31493352,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,666,0
2021,ABBT0134858,31498566,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,5928,928,1500
2021,ABBT0125973,31496428,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,763,42300
2021,ABBT0099330,31492152,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,193,100
2021,ABBT0111254,31493500,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0112114,31493626,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1316,58200
2021,ABBT0135510,31498716,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0067598,31488437,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1406,6100
2021,ABBT0103713,31492662,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1406,8100
2021,ABBT0127795,31496882,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,7340,1431,3100
2021,ABBT0119412,31495010,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,602,11300
2021,ABBT0117664,31494710,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0120941,31495295,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,0,0
2021,ABBT0138606,31499458,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,520,307,0
2021,ABBT0135019,31498600,Crude Oil Single,Crude Oil Battery,Cenovus Energy Inc.,0,0,0,1416,56600
