Kermit FacilityID,Operator,KERMIT Status,Kermit Facility Name,Kermit Facility Type Code,Survey Date,Survey Method,Submission Survey ID - Operator,Unique Survey ID - BIL Generate,Survey Type,Survey Sequence1,Number of Surveys Submitted Per Facility,Number Surveys Required Proation/Days Active,Days Between Surveys,Ambient Temp C,Wind Speed MS,Precipitation,Detection Instr Make,Emitting Device Ind,FLIR Instr Model,Stor Controlled Ind,Stor Uncontrolled Ind,Fac Pressurized Days,Leak Detection Ind,Leak Unique ID - Operator,Leak ID Unique _ BCOGC,Leak H2S Ind,Leak Building Ind,Leak Building Det Ind,Process Block,Process Block Other,Leaking Comp,Leaking Comp Other,Leaking Service,Leaking Service Other,Leak Quant Method,Leak Rate CMH,Leak rate gps,leakrate m3/year,,sum leaks,Leak Repaired Ind,Non Meas Reason,Non Meas Reason Other,Repair Date,Sum of Days Detection and Repair,Same Day Detection and Repair,Repair Confirmation,Repair Applied,Repair Other,Repair Delay,Delay Other,Turn Around Ind,Turn Around Date
18060,PETRONAS Energy Canada Ltd.,Active,PETRONAS TOWN B-008-I/094-B-16 001,CD,23-Sep-20,QOGI,KFFKKPEBPGL,18060-2-2020,TParty,2,3,3,65,6,1.11,LRain,FLIR,NO,GF320/GFx320,YES,NO,354,YES,4579,18060-4579-Tankage--Connector--10/19/2020,NO,NO,YES,Tankage,,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,,,19-Oct-20,26,NO,STest,Other,Repaired by PECL Operations,,,NO,
18136,Ovintiv Canada ULC,Active,OVV TOWER LAKE 03-07-081-17 001,GP,04-May-20,QOGI,18343-18136,18136-2-2020,Internal,2,3,3,61,6,7.222222222,LRain,FLIR,NO,GF320/GFx320,YES,YES,366,YES,OVV-27630-200505-1319,18136-OVV-27630-200505-1319-Refrig--Connector--,NO,NO,,Refrig,,Connector,,Propane,,QOGI,0.12,1.49,1051.2,1.49,,NO,Other,Measurement was completed.,,,NO,,,,NTSIF,,YES,2021-07-09
18136,Ovintiv Canada ULC,Active,OVV TOWER LAKE 03-07-081-17 001,GP,02-Nov-20,QOGI,20961-18136,18136-3-2020,Internal,3,3,3,182,9,3.888888889,Clear,FLIR,NO,GF320/GFx320,YES,YES,366,YES,OVV-00821,18136-OVV-00821-Other-Piping-Connector--3/16/2021,NO,NO,,Other,Piping,Connector,,Propane,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,16-Mar-21,134,NO,STest,Tighten,,NTSIF,,YES,2022-07-01
18237,Black Swan Energy Ltd.,Active,BLACK SWAN AITKEN CREEK NORTH C-038-C/094-H-04 001,GP,16-Apr-20,QOGI,K91U7P4YHDR,18237-1-2020,TParty,1,3,3,,16,5.28,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,2018,18237-2018-MStation--Connector--6/1/2020,NO,YES,YES,MStation,,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,,,01-Jun-20,46,NO,STest,Tighten,,,,NO,
18237,Black Swan Energy Ltd.,Active,BLACK SWAN AITKEN CREEK NORTH C-038-C/094-H-04 001,GP,16-Apr-20,QOGI,K91U7P4YHDR,18237-1-2020,TParty,1,3,3,,16,5.28,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,365,YES,2869,18237-2869-Comp--PDevice--5/24/2020,NO,YES,YES,Comp,,PDevice,,FGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,,,24-May-20,38,NO,STest,Other,Operations repaired leak,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-#1,18260-OVV-#1-Seperator--Valve--4/2/2020,NO,YES,YES,Seperator,,Valve,,Propane,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,02-Apr-20,4,NO,STest,Tighten,,WFSE,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-#2,18260-OVV-#2-Seperator--Connector--4/2/2020,NO,NO,,Seperator,,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,02-Apr-20,4,NO,STest,Tighten,,WFSE,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-#7,18260-OVV-#7-Seperator--Valve--4/2/2020,NO,NO,,Seperator,,Valve,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,02-Apr-20,4,NO,STest,Tighten,,WFSE,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-Leak (1),18260-OVV-Leak (1)-Seperator--Valve--3/29/2020,NO,NO,,Seperator,,Valve,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,29-Mar-20,0,YES,OGI,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-Leak (2),18260-OVV-Leak (2)-MStation--Connector--3/29/2020,NO,NO,,MStation,,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,29-Mar-20,0,YES,OGI,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-Leak (3),18260-OVV-Leak (3)-Filt--Valve--3/29/2020,NO,NO,,Filt,,Valve,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,29-Mar-20,0,YES,OGI,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-Leak (4),18260-OVV-Leak (4)-Other-Piping-Valve--3/29/2020,NO,YES,YES,Other,Piping,Valve,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,29-Mar-20,0,YES,OGI,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-Leak (5),18260-OVV-Leak (5)-Other-Piping-Valve--3/29/2020,NO,NO,,Other,Piping,Valve,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,29-Mar-20,0,YES,OGI,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Mar-20,QOGI,17899-18260,18260-1-2020,Internal,1,3,3,,-17,5.555555556,LSnow,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-Leak (6),18260-OVV-Leak (6)-MStation--Connector--3/29/2020,NO,NO,,MStation,,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,29-Mar-20,0,YES,OGI,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,11-Jun-20,QOGI,18873-18260,18260-2-2020,Internal,2,3,3,74,15,3.611111111,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00551,18260-OVV-00551-Other-Piping-Connector--2/24/2021,NO,NO,,Other,Piping,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,24-Feb-21,258,NO,STest,Tighten,,NTSIF,,YES,2021-07-08
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,11-Jun-20,QOGI,18873-18260,18260-2-2020,Internal,2,3,3,74,15,3.611111111,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00561,18260-OVV-00561-Other-Piping-Connector--12/1/2020,NO,NO,,Other,Piping,Connector,,Propane,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,01-Dec-20,173,NO,STest,Tighten,,NTSIF,,YES,2021-07-08
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,11-Jun-20,QOGI,18873-18260,18260-2-2020,Internal,2,3,3,74,15,3.611111111,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00562,18260-OVV-00562-Other-Piping-Connector--12/1/2020,NO,NO,,Other,Piping,Connector,,Propane,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,01-Dec-20,173,NO,STest,Tighten,,NTSIF,,YES,2021-07-08
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,11-Jun-20,QOGI,18873-18260,18260-2-2020,Internal,2,3,3,74,15,3.611111111,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00563,18260-OVV-00563-Other-Piping-Connector--12/1/2020,NO,NO,,Other,Piping,Connector,,Propane,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,01-Dec-20,173,NO,STest,Tighten,,NTSIF,,YES,2021-07-08
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,11-Jun-20,QOGI,18873-18260,18260-2-2020,Internal,2,3,3,74,15,3.611111111,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00619,18260-OVV-00619-Other-Piping-Connector--7/12/2020,NO,YES,YES,Other,Piping,Connector,,Propane,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,12-Jul-20,31,NO,STest,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Oct-20,QOGI,20809-18260,18260-3-2020,Internal,3,3,3,140,0,4.444444444,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00771,18260-OVV-00771-Other-Piping-Connector--1/3/2021,NO,YES,YES,Other,Piping,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,03-Jan-21,66,NO,STest,Tighten,,WFSE,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Oct-20,QOGI,20809-18260,18260-3-2020,Internal,3,3,3,140,0,4.444444444,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00772,18260-OVV-00772-Other-Piping-Valve--11/14/2020,NO,YES,YES,Other,Piping,Valve,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,14-Nov-20,16,NO,STest,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Oct-20,QOGI,20809-18260,18260-3-2020,Internal,3,3,3,140,0,4.444444444,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00773,18260-OVV-00773-Other-Piping-Valve--11/14/2020,NO,YES,YES,Other,Piping,Valve,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,14-Nov-20,16,NO,STest,Tighten,,,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Oct-20,QOGI,20809-18260,18260-3-2020,Internal,3,3,3,140,0,4.444444444,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00774,18260-OVV-00774-Comp--Connector--,NO,YES,YES,Comp,,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,NO,Other,Measurement was completed.,,,NO,STest,Replace,,WFSE,,NO,
18260,Ovintiv Canada ULC,Active,OVV SATURN 15-27-079-17 003,GP,29-Oct-20,QOGI,20809-18260,18260-3-2020,Internal,3,3,3,140,0,4.444444444,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,OVV-00803,18260-OVV-00803-Other-Piping-Connector--11/13/2020,NO,NO,,Other,Piping,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,13-Nov-20,15,NO,STest,Tighten,,,,NO,
18289,Storm Resources Ltd.,Active,SRL NIG CREEK D-039-D/094-H-03 001,CD,23-Oct-20,OGI,00891-18289-2020-2,18289-3-2020,TParty,3,3,3,115,-10,3.6,MSnow,FLIR,NO,GF320/GFx320,YES,NO,365,YES,305604,18289-305604-Sweetening--Other-Amine building H2S analyzer sample vent manifold-top fitting leaking-11/2/2020,NO,YES,YES,Sweetening,,Other,Amine building H2S analyzer sample vent manifold-top fitting leaking,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measured,02-Nov-20,10,NO,OGI,Tighten,,,,,
18346,Ovintiv Canada ULC,Active,OVV CUTBANK C-041-G/093-P-09 001,B,20-Feb-20,QOGI,17450-18346,18346-1-2020,Internal,1,3,3,,3,7.222222222,Clear,FLIR,YES,GF320/GFx320,YES,NO,366,YES,OVV-27609-200220-1432,18346-OVV-27609-200220-1432-Stabil--Other-Flange-2/24/2020,NO,YES,YES,Stabil,,Other,Flange,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,24-Feb-20,4,NO,STest,Tighten,,WFSE,,NO,
18346,Ovintiv Canada ULC,Active,OVV CUTBANK C-041-G/093-P-09 001,B,20-Feb-20,QOGI,17450-18346,18346-1-2020,Internal,1,3,3,,3,7.222222222,Clear,FLIR,YES,GF320/GFx320,YES,NO,366,YES,OVV-27609-200220-1438,18346-OVV-27609-200220-1438-Other-Pump-PSeal--3/20/2020,YES,YES,YES,Other,Pump,PSeal,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,20-Mar-20,29,NO,STest,Tighten,,WFSE,,NO,
18346,Ovintiv Canada ULC,Active,OVV CUTBANK C-041-G/093-P-09 001,B,20-Feb-20,QOGI,17450-18346,18346-1-2020,Internal,1,3,3,,3,7.222222222,Clear,FLIR,YES,GF320/GFx320,YES,NO,366,YES,OVV-27609-200220-1445,18346-OVV-27609-200220-1445-Other-Triplex pump-PSeal--3/20/2020,YES,YES,YES,Other,Triplex pump,PSeal,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,Other,Measurement was completed.,20-Mar-20,29,NO,STest,Tighten,,WFSE,,NO,
26229,Tourmaline Oil Corp.,Active,TOURMALINE DOE 02-11-080-16 001,GP,03-Oct-20,QOGI,KFTUHECD680,26229-3-2020,TParty,3,3,3,123,23,6.67,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,4622,26229-4622-Seperator--Valve--,NO,NO,YES,Seperator,,Valve,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,NO,,,,,NO,,,,NTSIF,,YES,2021-12-31
26229,Tourmaline Oil Corp.,Active,TOURMALINE DOE 02-11-080-16 001,GP,04-Oct-20,QOGI,KFTUHECD680,26229-3-2020,TParty,3,3,3,123,17,8.06,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,4627,26229-4627-Dehy--Connector--10/10/2020,NO,YES,YES,Dehy,,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,,,10-Oct-20,6,NO,STest,Tighten,,,,NO,
26427,Tourmaline Oil Corp.,Active,TOURMALINE GUNDY CREEK C-060-A/094-B-16 001,GP,07-Apr-20,QOGI,K8OY9T0RA5W,26427-1-2020,TParty,1,3,3,,3,5.28,Clear,FLIR,NO,GF320/GFx320,YES,NO,366,YES,K8RRTNOUVUH,26427-K8RRTNOUVUH-Comp--CStarter--5/12/2020,NO,NO,YES,Comp,,CStarter,,FGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,,,12-May-20,35,NO,STest,Tighten,,,,NO,
26427,Tourmaline Oil Corp.,Active,TOURMALINE GUNDY CREEK C-060-A/094-B-16 001,GP,12-Jun-20,QOGI,KBB08GR96HF,26427-2-2020,TParty,2,3,3,65,21,1.94,Cloudy,FLIR,NO,GF320/GFx320,YES,NO,366,YES,2501,26427-2501-Comp--Connector--7/6/2020,NO,YES,YES,Comp,,Connector,,NGas,,QOGI,0.12,1.49,1051.2,1.49,,YES,,,06-Jul-20,24,NO,STest,RBuild,,,,NO,
26975,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP TAYLOR 15-25-082-18 003,CS,30-Jul-20,OGI,KD8X4XWSM75,26975-1-2020,TParty,1,3,3,,16,1.11,Clear,FLIR,NO,GF320/GFx320,NO,NO,293,YES,6921,26975-6921-Pigging--CValve--10/8/2020,NO,NO,NO,Pigging,,CValve,,NGas,,HFSampler,0.12,1.49,1051.2,1.49,,YES,,,08-Oct-20,70,NO,STest,Tighten,,Other,Removed,,
26982,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP BLUEHILLS 04-25-088-21 001,CS,28-Jul-20,OGI,KD64ZACVRPV,26982-1-2020,TParty,1,3,1,,15,1.11,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,96,YES,6944,26982-6944-FSystem--CValve--10/6/2020,NO,NO,NO,FSystem,,CValve,,NGas,,HFSampler,0.12,1.49,1051.2,1.49,,YES,,,06-Oct-20,70,NO,STest,Tighten,,Other,Unknown,,
2435,NorthRiver Midstream Inc.,Active,NorthRiver JEDNEY B-088-J/094-G-01 007,GP,04-Sep-20,OGI,MEG-3221599231850,2435-3-2020,TParty,3,3,3,73,12,2.2,Clear,FLIR,NO,GF320/GFx320,NO,NO,364,YES,32210653,2435-32210653-Comp--OLine--9/23/2021,NO,NO,NO,Comp,,OLine,,NGas,,HFSampler,0.119,1.477583333,1042.44,1.477583333,,YES,,,23-Sep-21,384,NO,STest,Replace,,Other,Unknown,,
18246,Altagas Holdings Inc.,Active,ALTAGAS HOLDINGS TOWNSEND A-033-J/094-B-09 002,GP,11-May-20,OGI,MEG-3361613544092,18246-1-2020,TParty,1,3,3,,8,2.8,Clear,FLIR,NO,GF320/GFx320,YES,NO,365,YES,33611474,18246-33611474-Comp--Connector--,NO,YES,YES,Comp,,Connector,,NGas,,HFSampler,0.119,1.477583333,1042.44,1.477583333,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2022-06-30
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,21-Dec-20,OGI,MEG-3341608567804,26946-3-2020,TParty,3,3,3,63,-1,5.3,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,365,YES,33410952,26946-33410952-Comp--Valve--,NO,NO,NO,Comp,,Valve,,NGas,,HFSampler,0.119,1.477583333,1042.44,1.477583333,,NO,,,,,NO,,,,WFP,,YES,2021-12-01
26951,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP DAWSONCREEK 11-26-078-17 003,GP,14-Sep-20,OGI,KF3AK9Y6GO0,26951-2-2020,TParty,2,3,3,124,3,1.32,Clear,FLIR,NO,GF320/GFx320,NO,NO,360,YES,33463,26951-33463-Comp--Connector--12/3/2020,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.119,1.477583333,1042.44,1.477583333,,YES,,,03-Dec-20,80,NO,OGI,Replace,,NTSIF,,,
7834,Pacific Canbriam Energy Limited,Active,PACIFIC CANBRIAM ALTARES B-024-H/094-B-08 001,GP,22-Sep-20,OGI,B24H202009,7834-2-2020,TParty,2,3,3,65,25,3.055555556,Clear,FLIR,NO,GFIR,NO,NO,366,YES,22B5AA2AD9,7834-22B5AA2AD9-PGen--Other-Engine Crank Case-,NO,NO,NO,PGen,,Other,Engine Crank Case,NGas,,HFSampler,0.118330859,1.469274833,1036.578325,1.469274833,,NO,,,,,NO,OGI,Tighten,,NTSIF,,YES,2022-07-31
17909,Pacific Canbriam Energy Limited,Active,PACIFIC CANBRIAM ALTARES B-072-A/094-B-08 001,GP,18-Jul-20,OGI,B72A202007,17909-1-2020,TParty,1,3,3,,25,3.055555556,Clear,FLIR,NO,GFIR,NO,NO,366,YES,KCS0SHY6BDA,17909-KCS0SHY6BDA-Comp--Connector-Threaded-12/1/2020,NO,NO,NO,Comp,,Connector,Threaded,NGas,,HFSampler,0.118330859,1.469274833,1036.578325,1.469274833,,YES,,,01-Dec-20,136,NO,OGI,Tighten,,NTSIF,,YES,2021-07-31
17909,Pacific Canbriam Energy Limited,Active,PACIFIC CANBRIAM ALTARES B-072-A/094-B-08 001,GP,01-Dec-20,OGI,B72A202012,17909-3-2020,TParty,3,3,3,70,25,4.166666667,Clear,FLIR,NO,GFIR,NO,NO,366,YES,KI6EACMRFZH,17909-KI6EACMRFZH-Comp--Connector-Threaded-12/31/2020,NO,NO,NO,Comp,,Connector,Threaded,NGas,,HFSampler,0.118330859,1.469274833,1036.578325,1.469274833,,YES,,,31-Dec-20,30,NO,OGI,Tighten,,NTSIF,,YES,2021-07-31
26951,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP DAWSONCREEK 11-26-078-17 003,GP,14-Sep-20,OGI,KF3AKA0MAY3,26951-2-2020,TParty,2,3,3,124,3,1.32,Clear,FLIR,NO,GF320/GFx320,NO,NO,360,YES,33464,26951-33464-Comp--Connector--12/3/2020,NO,NO,NO,Comp,,Connector,,FGas,,HFSampler,0.118,1.465166667,1033.68,1.465166667,,YES,,,03-Dec-20,80,NO,OGI,Tighten,,NTSIF,,,
26951,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP DAWSONCREEK 11-26-078-17 003,GP,14-Sep-20,OGI,KF3AKFOY3BL,26951-2-2020,TParty,2,3,3,124,3,1.32,Clear,FLIR,NO,GF320/GFx320,NO,NO,360,YES,33467,26951-33467-Comp--Connector--12/3/2020,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.118,1.465166667,1033.68,1.465166667,,YES,,,03-Dec-20,80,NO,OGI,Tighten,,NTSIF,,,
26951,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP DAWSONCREEK 11-26-078-17 003,GP,14-Sep-20,OGI,KF4R59502QH,26951-2-2020,TParty,2,3,3,124,3,1.32,Clear,FLIR,NO,GF320/GFx320,NO,NO,360,YES,33468,26951-33468-Sweetening--PRV/PSV--12/3/2020,NO,NO,NO,Sweetening,,PRV/PSV,,FGas,,HFSampler,0.118,1.465166667,1033.68,1.465166667,,YES,,,03-Dec-20,80,NO,OGI,Tighten,,NTSIF,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410061,932-37410061-Other-Inlet/Discharge Piping-Connector--10/29/2020,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.117,1.45275,1024.92,1.45275,,YES,Other,It was measured,29-Oct-20,7,NO,STest,Tighten,,,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410105,932-37410105-Other-Inlet/Discharge Piping-Valve--10/28/2020,NO,NO,,Other,Inlet/Discharge Piping,Valve,,NGas,,HFSampler,0.117,1.45275,1024.92,1.45275,,YES,Other,It was measured,28-Oct-20,6,NO,STest,Tighten,,,,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410122,932-37410122-Other-Inlet/Discharge Piping-Connector--,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.117,1.45275,1024.92,1.45275,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2025-09-30
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,21-Dec-20,OGI,MEG-3861608562205,932-3-2020,TParty,3,3,3,60,-5,5,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410423,932-37410423-Other-Inlet/Discharge Piping-Valve--,NO,NO,,Other,Inlet/Discharge Piping,Valve,,NGas,,HFSampler,0.117,1.45275,1024.92,1.45275,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2025-09-30
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,21-Dec-20,OGI,MEG-3861608562205,932-3-2020,TParty,3,3,3,60,-5,5,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410352,932-37410352-Other-Inlet/Discharge Piping-Connector--,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.116,1.440333333,1016.16,1.440333333,,NO,Other,It was measured,,,NO,,,,NTSIF,,YES,2025-09-30
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,21-Dec-20,OGI,MEG-3861608562205,932-3-2020,TParty,3,3,3,60,-5,5,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410375,932-37410375-Other-Inlet/Discharge Piping-Connector--2/2/2021,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.116,1.440333333,1016.16,1.440333333,,YES,Other,It was measured,02-Feb-21,43,NO,STest,Tighten,,,,,
2435,NorthRiver Midstream Inc.,Active,NorthRiver JEDNEY B-088-J/094-G-01 007,GP,18-Apr-20,OGI,MEG-3311587226003,2435-1-2020,TParty,1,3,3,,0,2.8,Cloudy,FLIR,NO,GF320/GFx320,NO,NO,364,YES,33110295,2435-33110295-Comp--Connector--9/14/2021,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.116,1.440333333,1016.16,1.440333333,,YES,,,14-Sep-21,514,NO,STest,Tighten,,NTSIF,,,
26946,NorthRiver Midstream Operations GP Inc.,Active,NORTHRIVER OPSGP MCMAHON 15-25-082-18 002,GP,19-Oct-20,OGI,MEG-3741603124718,26946-2-2020,TParty,2,3,3,125,-8,1.7,LSnow,FLIR,NO,GF320/GFx320,NO,NO,365,YES,37410032,26946-37410032-Comp--Connector--11/24/2020,NO,NO,NO,Comp,,Connector,,NGas,,HFSampler,0.116,1.440333333,1016.16,1.440333333,,YES,,,24-Nov-20,36,NO,STest,Tighten,,Other,Unknown,,
932,1195714 Alberta Ltd.,Active,PENGL FORT ST JOHN 01-36-082-18 002,GP,22-Oct-20,OGI,MEG-3741603379402,932-2-2020,TParty,2,3,3,99,-7,1.7,Cloudy,FLIR,NO,GF320/GFx320,NO,YES,316,YES,37410111,932-37410111-Other-Inlet/Discharge Piping-Connector--10/29/2020,NO,NO,,Other,Inlet/Discharge Piping,Connector,,NGas,,HFSampler,0.115,1.427916667,1007.4,1.427916667,,YES,Other,It was measured,29-Oct-20,7,NO,STest,Tighten,,,,,
