FACILITYID,FACILITYNAME,FACILITYTYPE_CODE,FROMWANUM,FROMFACILITYID,CANCELDATE,REMOVALDATE,SUSPENDEDDATE,EFFECTIVEDATE,TERMINATIONDATE,LINKAGEPRODUCT,LINKAGETYPE
1034,CNRL OSPREY D-075-J/094-A-15 002,B,8057,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1034,CNRL OSPREY D-075-J/094-A-15 002,B,9836,NULL,NULL,NULL,NULL,1-Jun-96,1-Aug-96,Oil,PP
1034,CNRL OSPREY D-075-J/094-A-15 002,B,9836,NULL,NULL,NULL,NULL,1-Oct-96,NULL,Oil,PP
1034,CNRL OSPREY D-075-J/094-A-15 002,B,20043,NULL,NULL,NULL,NULL,1-Jul-06,NULL,Gas,PP
1034,CNRL OSPREY D-075-J/094-A-15 002,B,20395,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
1034,CNRL OSPREY D-075-J/094-A-15 002,B,20395,NULL,NULL,NULL,NULL,1-Apr-06,NULL,Gas,PP
827,CNRL CECILLAKE 14-05-085-17 001,B,7535,NULL,NULL,NULL,NULL,1-Jan-91,1-Jul-14,Oil,PP
3520,CNRL CECILLAKE 14-32-084-17 001,B,11459,NULL,NULL,NULL,NULL,1-Jul-99,1-Jul-14,Gas,PP
3520,CNRL CECILLAKE 14-32-084-17 001,B,11459,NULL,NULL,NULL,NULL,1-Aug-99,1-Jul-14,Oil,PP
3520,CNRL CECILLAKE 14-32-084-17 001,B,11459,NULL,NULL,NULL,NULL,1-Aug-99,1-Jul-14,Oil,PP
3838,CNRL HELMET D-031-D/094-P-10 001,CD,5526,NULL,NULL,NULL,NULL,1-Mar-01,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,3736,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,12268,NULL,NULL,NULL,NULL,1-Mar-00,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,13527,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,507,NULL,NULL,NULL,NULL,1-Jan-96,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,507,NULL,NULL,NULL,NULL,1-Jan-96,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,8268,NULL,NULL,NULL,NULL,1-Jan-96,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,8415,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,8268,NULL,NULL,NULL,NULL,1-Jan-96,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,8268,NULL,NULL,NULL,NULL,1-Feb-04,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,8415,NULL,NULL,NULL,NULL,1-Jan-96,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,8567,NULL,NULL,NULL,NULL,1-Jan-96,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,8567,NULL,NULL,NULL,NULL,1-Apr-96,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,9263,NULL,NULL,NULL,NULL,1-Aug-98,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,10274,NULL,NULL,NULL,NULL,1-Mar-97,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,10274,NULL,NULL,NULL,NULL,1-Mar-97,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,10594,NULL,NULL,NULL,NULL,1-Aug-98,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,10630,NULL,NULL,NULL,NULL,1-Aug-01,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,14012,NULL,NULL,NULL,NULL,1-Aug-01,NULL,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,468,NULL,NULL,NULL,27-Apr-17,1-Dec-93,1-Oct-94,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,468,NULL,NULL,NULL,27-Apr-17,1-Oct-96,1-Nov-96,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7233,NULL,NULL,NULL,27-Apr-17,1-Nov-90,1-Jan-01,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7552,NULL,NULL,NULL,27-Apr-17,1-Apr-94,NULL,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7608,NULL,NULL,NULL,27-Apr-17,1-Nov-93,NULL,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7738,NULL,NULL,NULL,27-Apr-17,1-Jan-92,NULL,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7761,NULL,NULL,NULL,27-Apr-17,1-Oct-92,NULL,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7811,NULL,NULL,NULL,27-Apr-17,1-Apr-94,1-Jan-07,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7919,NULL,NULL,NULL,27-Apr-17,1-Nov-92,1-Oct-94,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7919,NULL,NULL,NULL,27-Apr-17,1-Oct-96,1-Dec-01,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7987,NULL,NULL,NULL,27-Apr-17,1-Apr-93,1-Nov-96,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,7987,NULL,NULL,NULL,27-Apr-17,1-Mar-10,1-Mar-10,Gas,PP
558,WGSI BUCKINGHORSE A-081-H/094-G-06 002,GP,11871,NULL,NULL,NULL,27-Apr-17,1-Mar-99,1-Jan-01,Gas,PP
1205,CNRL BIRCH C-018-I/094-A-13 001,B2,4826,NULL,NULL,NULL,NULL,1-Nov-94,NULL,Oil,PP
1205,CNRL BIRCH C-018-I/094-A-13 001,B2,4866,NULL,NULL,NULL,NULL,1-Dec-93,NULL,Oil,PP
1205,CNRL BIRCH C-018-I/094-A-13 001,B2,5825,NULL,NULL,NULL,NULL,1-Feb-10,NULL,Gas,PP
1205,CNRL BIRCH C-018-I/094-A-13 001,B2,6136,NULL,NULL,NULL,NULL,1-Feb-09,NULL,Oil,PP
1205,CNRL BIRCH C-018-I/094-A-13 001,B2,8015,NULL,NULL,NULL,NULL,1-Dec-93,NULL,Oil,PP
1205,CNRL BIRCH C-018-I/094-A-13 001,B2,8015,NULL,NULL,NULL,NULL,1-Nov-94,NULL,Oil,PP
1205,CNRL BIRCH C-018-I/094-A-13 001,B2,8015,NULL,NULL,NULL,NULL,1-Nov-94,NULL,Oil,PP
1205,CNRL BIRCH C-018-I/094-A-13 001,B2,8121,NULL,NULL,NULL,NULL,1-Dec-93,NULL,Oil,PP
311,CANLIN CLARKELAKE D-083-I/094-J-10 006,CD,2310,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
311,CANLIN CLARKELAKE D-083-I/094-J-10 006,CD,2509,NULL,NULL,NULL,NULL,1-Apr-89,1-Jul-01,Gas,PP
311,CANLIN CLARKELAKE D-083-I/094-J-10 006,CD,2540,NULL,NULL,NULL,NULL,1-Apr-89,1-Jul-01,Gas,PP
259,CANLIN LAPRISECREEK D-030-E/094-H-05 002,CD,670,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14264,NULL,NULL,NULL,NULL,1-Apr-02,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14265,NULL,NULL,NULL,NULL,1-Feb-02,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14315,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14466,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14562,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14629,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14629,NULL,NULL,NULL,NULL,1-Jan-05,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14720,NULL,NULL,NULL,NULL,1-Nov-05,1-Sep-10,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,14724,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15037,NULL,NULL,NULL,NULL,1-Sep-02,1-Dec-03,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15037,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15040,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15041,NULL,NULL,NULL,NULL,1-Nov-05,1-Apr-06,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15044,NULL,NULL,NULL,NULL,1-Aug-02,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15050,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15051,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15161,NULL,NULL,NULL,NULL,1-Nov-05,1-Sep-10,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15174,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15175,NULL,NULL,NULL,NULL,1-Jan-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15177,NULL,NULL,NULL,NULL,1-Apr-04,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15178,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15180,NULL,NULL,NULL,NULL,1-Jan-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15181,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15183,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15184,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15185,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15186,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15202,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15187,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15196,NULL,NULL,NULL,NULL,1-Feb-05,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15201,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15203,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15204,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15205,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15207,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15208,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15282,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
1836,SEC GUNNELLCREEK B-023-F/094-I-13 001,CD,15287,NULL,NULL,NULL,NULL,1-Jul-04,1-Feb-14,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27241,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27278,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27278,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27278,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27299,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27299,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27313,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27361,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27361,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27372,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3738,SEC SIERRA A-026-K/094-I-11 002,GP,27372,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,9642,NULL,NULL,NULL,NULL,1-Dec-06,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,10132,NULL,NULL,NULL,NULL,1-Dec-06,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,10133,NULL,NULL,NULL,NULL,1-Dec-06,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,10160,NULL,NULL,NULL,NULL,1-Dec-06,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,10161,NULL,NULL,NULL,NULL,1-Dec-06,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,10387,NULL,NULL,NULL,NULL,1-Jan-11,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,10388,NULL,NULL,NULL,NULL,1-Jan-11,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,16092,NULL,NULL,NULL,NULL,1-Sep-03,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,10600,NULL,NULL,NULL,NULL,1-Dec-06,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,10601,NULL,NULL,NULL,NULL,1-Dec-06,NULL,Gas,PP
2249,CNRL HELMETNORTH A-073-H/094-P-14 001,CD,20028,NULL,NULL,NULL,NULL,1-Apr-06,1-May-12,Gas,PP
13,CNRL INGA 06-19-088-23 005,B2,NULL,7582,NULL,NULL,NULL,1-Nov-13,1-Aug-17,Oil,TP
4556,CNRL RING C-081-I/094-H-09 008,GP,NULL,9083,NULL,NULL,30-Nov-13,1-May-01,NULL,Gas,PP
2118,PREDATOR OIL BC FIREWEED A-057-A/094-A-13 003,CD,20595,NULL,NULL,NULL,NULL,1-Dec-06,1-Dec-08,Gas,PP
13,CNRL INGA 06-19-088-23 005,B2,NULL,3,NULL,NULL,NULL,1-Nov-13,1-Oct-17,Oil,TP
13,CNRL INGA 06-19-088-23 005,B2,1989,NULL,NULL,NULL,NULL,1-Nov-13,1-Oct-17,Oil,TP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,18447,NULL,NULL,NULL,NULL,1-Jan-06,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,20050,NULL,NULL,NULL,NULL,1-Feb-06,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,20051,NULL,NULL,NULL,NULL,1-Mar-08,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,20059,NULL,NULL,NULL,NULL,1-Jan-06,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,20051,NULL,NULL,NULL,NULL,1-Feb-11,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,20052,NULL,NULL,NULL,NULL,1-Jan-06,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,20054,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4556,CNRL RING C-081-I/094-H-09 008,GP,NULL,8417,NULL,NULL,30-Nov-13,1-May-01,NULL,Gas,PP
4556,CNRL RING C-081-I/094-H-09 008,GP,NULL,921,NULL,NULL,30-Nov-13,1-May-01,NULL,Gas,PP
4556,CNRL RING C-081-I/094-H-09 008,GP,NULL,9073,NULL,NULL,30-Nov-13,1-May-01,NULL,Gas,PP
921,CNRL RING C-081-I/094-H-09 003,GP,NULL,760,NULL,NULL,NULL,1-Nov-91,NULL,Oil,PP
3,CNRL INGA 03-31-086-23 001,B2,2328,NULL,NULL,21-Oct-17,NULL,1-Nov-13,1-Oct-17,Oil,PP
13,CNRL INGA 06-19-088-23 005,B2,NULL,17856,NULL,NULL,NULL,1-Jul-13,1-Mar-14,Oil,TP
3,CNRL INGA 03-31-086-23 001,B2,2251,NULL,NULL,21-Oct-17,NULL,1-Nov-13,1-Oct-17,Oil,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13596,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13602,NULL,NULL,NULL,NULL,1-Jun-01,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13602,NULL,NULL,NULL,NULL,1-Jan-04,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13603,NULL,NULL,NULL,NULL,1-May-01,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13604,NULL,NULL,NULL,NULL,1-Apr-02,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13605,NULL,NULL,NULL,NULL,1-May-01,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13607,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13620,NULL,NULL,NULL,NULL,1-May-01,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13622,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13828,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13623,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13624,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,13792,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14005,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14019,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14019,NULL,NULL,NULL,NULL,1-Apr-03,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14019,NULL,NULL,NULL,NULL,1-Feb-04,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14219,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14306,NULL,NULL,NULL,NULL,1-May-05,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14367,NULL,NULL,NULL,NULL,1-Feb-02,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14374,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14549,NULL,NULL,NULL,NULL,1-Mar-02,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14550,NULL,NULL,NULL,NULL,1-Mar-02,NULL,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14552,NULL,NULL,NULL,NULL,1-Apr-02,1-Dec-11,Gas,PP
4576,CNRL LADYFERN B-047-H/094-H-01 001,GP,14556,NULL,NULL,NULL,NULL,1-Feb-02,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,12270,NULL,NULL,NULL,NULL,1-Mar-00,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,12281,NULL,NULL,NULL,NULL,1-Mar-00,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,12285,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,13764,NULL,NULL,NULL,NULL,1-Feb-03,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,15285,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,15285,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
3921,CNRL BIRLEYCREEK B-073-J/094-H-03 001,CS,15291,NULL,NULL,NULL,NULL,1-Mar-03,NULL,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,16207,NULL,NULL,NULL,NULL,1-May-06,NULL,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,14764,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,14769,NULL,NULL,NULL,NULL,1-Mar-02,1-Mar-03,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,14780,NULL,NULL,NULL,NULL,1-Mar-02,1-Mar-03,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,14780,NULL,NULL,NULL,NULL,1-Mar-02,1-Mar-03,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,14787,NULL,NULL,NULL,NULL,1-Apr-02,1-Dec-05,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,14826,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
1267,CNRL FLATROCK 15-20-085-17 001,B2,11459,NULL,NULL,NULL,NULL,1-Jul-14,NULL,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,15006,NULL,NULL,NULL,NULL,1-Oct-02,1-Mar-03,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,15029,NULL,NULL,NULL,NULL,1-Oct-02,1-Mar-03,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,15030,NULL,NULL,NULL,NULL,1-Oct-02,1-Mar-03,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,15054,NULL,NULL,NULL,NULL,1-Apr-03,1-Apr-03,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,15059,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,15060,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2439,CNRL PEGGOPESH D-045-L/094-P-01 001,CS,15279,NULL,NULL,NULL,NULL,1-Apr-03,NULL,Gas,PP
133,CNRL STODDART 14-34-085-20 003,B2,4578,NULL,NULL,NULL,NULL,1-Aug-97,1-Jun-06,Gas,PP
133,CNRL STODDART 14-34-085-20 003,B2,4891,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
133,CNRL STODDART 14-34-085-20 003,B2,4979,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
133,CNRL STODDART 14-34-085-20 003,B2,5019,NULL,NULL,NULL,NULL,1-Apr-89,1-Dec-91,Oil,PP
133,CNRL STODDART 14-34-085-20 003,B2,5042,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
133,CNRL STODDART 14-34-085-20 003,B2,5085,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
133,CNRL STODDART 14-34-085-20 003,B2,5121,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
133,CNRL STODDART 14-34-085-20 003,B2,5121,NULL,NULL,NULL,NULL,1-Jul-00,NULL,Gas,PP
133,CNRL STODDART 14-34-085-20 003,B2,5449,NULL,NULL,NULL,NULL,1-Apr-89,NULL,Oil,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,24866,NULL,NULL,NULL,NULL,1-Mar-11,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,24903,NULL,NULL,NULL,NULL,1-Mar-09,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,24935,NULL,NULL,NULL,NULL,1-Feb-09,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,24936,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,25674,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,25676,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,25695,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,25703,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2527,ENERPLUS TOMMY LAKES c-030-J/094-G-09 001,CS,25711,NULL,NULL,NULL,NULL,NULL,NULL,Gas,PP
2109,CNRL CARIBOU D-062-C/094-A-16 001,CD,8319,NULL,NULL,NULL,NULL,1-Jan-12,NULL,Gas,PP
